id,carat,cut,color,clarity,depth,table,x,y,z,price
9408,2.01,Premium,I,SI1,62.4,61.0,8.01,7.99,4.99,9.65
9409,0.3,Ideal,G,VVS1,61.4,56.0,4.32,4.34,2.66,6.603
9410,0.3,Ideal,G,VS1,60.6,57.0,4.38,4.4,2.66,6.436
9411,0.38,Ideal,G,VS1,62.0,55.0,4.64,4.68,2.89,6.782
9412,0.3,Ideal,G,IF,61.5,56.0,4.32,4.36,2.67,6.76
9413,0.45,Very Good,I,VVS1,63.0,56.0,4.88,4.9,3.08,6.853
9414,1.02,Premium,F,VS2,61.8,56.0,6.54,6.46,4.02,8.799
9415,2.02,Premium,H,SI2,59.9,55.0,8.28,8.17,4.93,9.68
9416,0.71,Ideal,E,VS1,62.7,57.0,5.66,5.69,3.56,8.083
9417,0.28,Ideal,E,VS1,61.4,56.0,4.2,4.24,2.59,6.188
9418,1.22,Premium,H,VS2,62.7,58.0,6.77,6.73,4.23,8.688
9419,0.3,Premium,H,VVS2,62.4,58.0,4.3,4.26,2.67,6.654
9420,0.71,Very Good,H,VS2,62.6,56.0,5.68,5.72,3.57,7.796
9421,0.5,Good,E,VS2,63.7,59.0,4.99,5.03,3.19,7.249
9422,1.01,Good,E,I1,63.8,57.0,6.4,6.33,4.06,8.017
9423,2.36,Good,J,SI2,58.9,64.0,8.75,8.68,5.14,9.416
9424,0.39,Ideal,E,VS2,61.4,56.0,4.68,4.74,2.89,6.68
9425,0.93,Very Good,G,VS1,62.1,59.0,6.16,6.21,3.84,8.493
9426,0.72,Ideal,E,VS2,60.8,56.0,5.81,5.84,3.54,8.103
9427,0.71,Premium,F,SI1,59.8,61.0,5.81,5.79,3.47,7.876
9428,1.61,Very Good,J,SI1,61.7,60.0,7.45,7.5,4.61,8.948
9429,0.91,Premium,G,SI1,62.8,58.0,6.18,6.15,3.87,8.288
9430,1.06,Ideal,D,VS2,62.5,54.0,6.6,6.53,4.1,8.851
9431,0.51,Good,E,VVS2,63.4,64.0,5.03,5.07,3.2,7.553
9432,1.53,Ideal,E,SI1,61.2,58.0,7.39,7.44,4.54,9.497
9433,0.41,Premium,E,SI2,61.3,59.0,4.8,4.85,2.96,6.526
9434,1.07,Ideal,D,SI1,60.7,57.0,6.61,6.64,4.02,8.793
9435,0.3,Good,F,VS1,63.7,56.0,4.28,4.26,2.72,6.594
9436,1.11,Ideal,G,SI1,62.0,57.0,6.69,6.61,4.12,8.542
9437,1.55,Very Good,E,I1,61.6,58.0,7.42,7.52,4.6,8.695
9438,1.05,Ideal,G,VVS2,61.4,56.0,6.54,6.59,4.03,9.165
9439,0.52,Ideal,E,VS2,60.5,56.0,5.27,5.21,3.17,7.548
9440,1.63,Ideal,G,VS1,61.5,57.0,7.58,7.6,4.67,9.695
9441,0.7,Good,G,SI1,64.0,55.0,5.62,5.59,3.59,7.609
9442,1.71,Premium,H,SI2,62.5,57.0,7.67,7.62,4.78,9.277
9443,1.07,Ideal,F,SI2,62.0,56.0,6.51,6.55,4.09,8.532
9444,0.97,Fair,F,SI1,56.4,66.0,6.59,6.54,3.7,8.31
9445,0.57,Ideal,D,VS1,61.8,55.0,5.31,5.37,3.3,7.592
9446,0.38,Ideal,E,VVS1,61.9,53.7,4.66,4.67,2.89,7.127
9447,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,9.102
9448,0.51,Ideal,G,IF,62.9,58.0,5.07,5.11,3.2,7.671
9449,0.31,Ideal,H,VVS2,62.4,57.0,4.32,4.36,2.71,6.438
9450,1.5,Ideal,J,SI1,61.1,56.7,7.35,7.38,4.5,8.925
9451,0.33,Very Good,E,SI1,63.0,54.0,4.38,4.42,2.77,6.361
9452,1.14,Premium,G,SI2,62.8,58.0,6.68,6.64,4.18,8.351
9453,0.43,Ideal,D,VVS1,62.3,56.0,4.82,4.81,3.0,7.414
9454,0.38,Ideal,D,VVS2,61.5,57.0,4.63,4.67,2.86,7.09
9455,0.31,Ideal,G,SI1,61.6,57.0,4.32,4.35,2.67,6.201
9456,0.5,Premium,F,I1,61.9,58.0,5.15,5.05,3.15,6.746
9457,1.05,Very Good,H,SI2,61.4,58.0,6.54,6.58,4.03,8.304
9458,0.42,Ideal,I,IF,62.1,54.0,4.82,4.84,3.0,6.868
9459,0.77,Very Good,F,SI2,61.1,59.0,5.85,5.95,3.59,7.731
9460,1.0,Very Good,G,VS1,60.6,63.0,6.42,6.45,3.9,8.81
9461,0.91,Very Good,F,SI2,61.2,59.0,6.2,6.22,3.8,8.213
9462,0.5,Ideal,H,SI1,61.3,54.0,5.12,5.16,3.15,7.418
9463,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,9.355
9464,0.52,Very Good,H,SI1,59.3,59.0,5.25,5.28,3.12,7.069
9465,0.97,Premium,F,SI1,62.7,59.0,6.31,6.28,3.95,8.408
9466,1.51,Premium,E,SI1,61.5,58.0,7.33,7.38,4.52,9.436
9467,1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,8.429
9468,2.1,Premium,I,SI1,61.5,59.0,8.28,8.24,5.08,9.669
9469,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,6.702
9470,0.52,Premium,E,SI2,61.8,54.0,5.18,5.15,3.19,7.114
9471,0.51,Ideal,G,VVS2,61.6,56.0,5.12,5.17,3.17,7.536
9472,0.46,Fair,I,VS2,66.8,55.0,4.82,4.77,3.2,6.751
9473,1.52,Ideal,J,SI1,61.9,56.0,7.37,7.41,4.57,9.003
9474,0.35,Very Good,J,SI1,63.3,56.0,4.53,4.5,2.86,6.265
9475,1.58,Premium,G,VVS2,62.4,56.0,7.5,7.4,4.65,9.606
9476,1.5,Very Good,H,SI1,61.4,57.0,7.27,7.33,4.48,9.109
9477,0.47,Premium,G,VS2,61.8,60.0,4.98,4.95,3.07,7.005
9478,0.55,Ideal,F,VS2,61.2,55.0,5.28,5.3,3.24,7.365
9479,0.36,Ideal,H,SI1,61.9,55.0,4.57,4.59,2.83,6.321
9480,0.5,Very Good,D,SI1,58.9,61.0,5.16,5.19,3.05,7.27
9481,1.79,Good,G,SI2,57.8,59.0,8.07,7.94,4.63,9.118
9482,1.55,Very Good,H,VS2,61.3,61.0,7.39,7.46,4.55,9.359
9483,0.4,Ideal,E,VVS2,62.6,54.0,4.71,4.74,2.96,7.009
9484,1.43,Premium,F,SI1,61.5,58.0,7.27,7.22,4.45,9.084
9485,1.11,Ideal,H,SI2,61.5,55.0,6.65,6.69,4.1,8.494
9486,1.0,Premium,D,SI2,62.0,60.0,6.38,6.3,3.93,8.198
9487,1.26,Very Good,H,SI1,62.5,56.0,6.88,6.93,4.31,8.92
9488,1.01,Ideal,I,SI1,62.5,56.0,6.4,6.44,4.01,8.392
9489,0.53,Ideal,F,VVS1,60.9,57.0,5.23,5.29,3.19,7.948
9490,0.72,Very Good,E,VS2,61.4,58.0,5.78,5.82,3.56,7.889
9491,1.0,Ideal,G,SI2,62.0,53.0,6.42,6.45,3.99,8.423
9492,0.5,Very Good,F,VS2,59.4,59.0,5.19,5.22,3.09,7.27
9493,2.0,Premium,G,SI2,60.7,60.0,8.13,8.07,4.92,9.29
9494,0.41,Ideal,G,IF,62.4,54.0,4.76,4.79,2.98,7.138
9495,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,8.809
9496,0.3,Premium,I,SI1,60.5,62.0,4.37,4.33,2.63,6.227
9497,0.9,Ideal,F,SI2,61.8,56.0,6.18,6.21,3.83,8.432
9498,2.02,Premium,H,SI1,63.0,60.0,7.85,7.79,4.93,9.507
9499,0.3,Ideal,E,SI1,62.9,57.0,4.3,4.25,2.69,6.515
9500,1.03,Ideal,G,VVS1,61.7,56.0,6.45,6.56,4.0,8.95
9501,0.7,Ideal,I,VS2,61.2,55.0,5.75,5.77,3.53,7.718
9502,0.32,Ideal,G,VVS2,61.1,55.0,4.42,4.45,2.71,6.593
9503,0.75,Very Good,D,SI2,63.1,58.0,5.78,5.73,3.63,7.931
9504,0.37,Ideal,E,SI1,62.7,54.0,4.6,4.55,2.87,6.725
9505,1.67,Ideal,H,VS1,61.8,55.9,7.57,7.6,4.69,9.539
9506,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,8.173
9507,1.01,Very Good,F,SI2,59.1,57.0,6.57,6.62,3.9,8.367
9508,0.39,Very Good,H,SI2,62.4,59.0,4.58,4.65,2.88,6.332
9509,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,8.642
9510,0.7,Ideal,I,SI1,62.6,54.0,5.63,5.71,3.55,7.735
9511,1.04,Premium,E,VS2,62.4,58.0,6.56,6.51,4.08,8.856
9512,0.44,Ideal,H,SI1,61.9,56.0,4.91,4.87,3.03,6.974
9513,1.51,Premium,J,SI1,62.3,58.0,7.3,7.33,4.56,8.859
9514,0.54,Ideal,E,VVS2,61.9,54.5,5.22,5.25,3.23,7.816
9515,1.0,Fair,H,SI2,67.7,60.0,6.11,5.98,4.09,7.964
9516,0.31,Very Good,E,SI1,60.1,61.0,4.35,4.4,2.63,6.299
9517,0.3,Ideal,G,VS2,62.5,53.0,4.3,4.27,2.68,6.515
9518,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,8.282
9519,0.7,Ideal,H,SI1,61.1,58.0,5.69,5.7,3.48,7.653
9520,1.0,Premium,D,VVS1,62.9,58.0,6.34,6.28,3.97,9.283
9521,1.01,Good,D,SI1,63.1,60.0,6.32,6.39,4.01,8.602
9522,0.41,Premium,F,SI2,60.8,58.0,4.83,4.78,2.92,6.721
9523,0.93,Ideal,G,SI1,60.9,57.0,6.29,6.25,3.82,8.167
9524,2.01,Very Good,J,SI1,63.4,57.0,7.97,7.89,5.03,9.356
9525,2.33,Premium,H,I1,60.7,58.0,8.64,8.56,5.22,9.014
9526,0.41,Ideal,G,VVS2,61.3,56.0,4.77,4.76,2.92,6.981
9527,0.71,Ideal,F,VVS1,62.0,56.0,5.72,5.77,3.56,8.402
9528,0.42,Very Good,D,SI2,63.2,57.0,4.77,4.75,3.01,6.731
9529,0.3,Ideal,G,IF,62.0,54.4,4.3,4.32,2.67,6.721
9530,0.72,Ideal,D,VS2,62.7,56.0,5.71,5.78,3.6,8.077
9531,0.7,Ideal,I,VS2,62.1,54.6,5.68,5.72,3.54,7.714
9532,0.31,Ideal,G,VVS2,62.7,57.0,4.33,4.31,2.71,6.81
9533,0.51,Very Good,H,VS2,63.5,60.0,5.04,5.01,3.19,7.145
9534,0.68,Fair,G,SI1,58.0,71.0,5.85,5.7,3.35,7.398
9535,1.0,Premium,F,SI1,60.3,61.0,6.43,6.38,3.86,8.456
9536,0.51,Ideal,I,VS2,61.1,56.0,5.16,5.18,3.16,7.27
9537,0.46,Fair,I,VS1,65.6,57.0,4.85,4.82,3.17,6.879
9538,1.04,Ideal,H,SI1,60.3,57.0,6.55,6.58,3.96,8.44
9539,0.42,Premium,H,VVS2,62.4,57.0,4.83,4.78,3.0,6.892
9540,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,8.619
9541,2.01,Very Good,E,SI2,61.2,58.0,8.05,8.07,4.93,9.603
9542,1.0,Premium,G,VS2,62.1,58.0,6.43,6.39,3.98,8.564
9543,0.55,Very Good,G,SI1,60.7,56.0,5.32,5.38,3.25,7.04
9544,1.1,Ideal,E,SI2,61.6,56.0,6.64,6.61,4.08,8.551
9545,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,8.179
9546,0.32,Premium,G,SI1,62.6,58.0,4.37,4.35,2.73,6.417
9547,0.3,Ideal,E,VS2,62.0,55.0,4.3,4.25,2.65,6.738
9548,1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,9.086
9549,0.8,Ideal,G,SI2,62.0,56.0,5.98,5.92,3.69,7.831
9550,1.02,Good,D,SI2,63.8,59.0,6.43,6.33,4.07,8.271
9551,0.41,Ideal,E,SI1,61.4,57.0,4.78,4.8,2.94,6.558
9552,1.0,Premium,E,SI1,61.0,61.0,6.45,6.4,3.92,8.477
9553,1.16,Premium,H,SI2,60.2,59.0,6.84,6.78,4.1,8.491
9554,0.31,Ideal,E,SI1,62.7,54.0,4.36,4.35,2.73,6.548
9555,1.02,Very Good,F,SI1,61.9,58.0,6.43,6.49,4.0,8.521
9556,0.34,Ideal,G,VVS2,62.6,54.0,4.47,4.44,2.79,6.903
9557,2.1,Very Good,I,SI2,60.6,60.0,8.29,8.33,5.04,9.442
9558,0.42,Very Good,G,SI1,62.0,54.0,4.8,4.82,2.98,6.621
9559,1.11,Ideal,E,VS2,62.1,53.0,6.67,6.69,4.14,9.071
9560,1.03,Very Good,F,SI2,61.8,59.0,6.43,6.48,3.99,8.393
9561,1.11,Good,D,SI1,57.8,61.0,6.83,6.78,3.93,8.714
9562,0.7,Ideal,E,SI1,62.7,57.0,5.64,5.66,3.54,7.869
9563,0.32,Ideal,F,IF,61.9,55.0,4.38,4.44,2.73,6.819
9564,0.29,Ideal,G,VVS1,62.3,55.0,4.25,4.29,2.66,6.409
9565,0.31,Very Good,D,SI1,63.4,55.0,4.3,4.28,2.72,6.596
9566,2.01,Good,F,SI2,64.1,57.0,7.82,7.78,5.0,9.695
9567,1.87,Premium,E,SI1,61.9,58.0,7.94,7.88,4.9,9.695
9568,0.33,Ideal,E,VVS1,61.9,57.0,4.43,4.46,2.75,7.179
9569,1.07,Premium,F,SI1,59.6,58.0,6.72,6.68,3.99,8.642
9570,0.4,Ideal,D,VVS1,61.5,55.0,4.78,4.82,2.95,7.211
9571,0.82,Very Good,D,SI1,61.3,56.0,6.02,6.06,3.7,8.187
9572,0.72,Ideal,H,IF,62.1,58.0,5.72,5.75,3.56,8.097
9573,0.33,Ideal,D,VS2,62.6,56.0,4.39,4.43,2.76,6.661
9574,0.71,Ideal,E,SI2,61.7,57.0,5.72,5.76,3.54,7.771
9575,0.7,Good,F,SI1,63.5,59.0,5.58,5.64,3.56,7.595
9576,0.5,Ideal,E,SI2,62.5,57.0,5.04,5.07,3.16,7.051
9577,0.31,Ideal,I,VS2,61.4,55.0,4.35,4.41,2.69,6.114
9578,0.7,Very Good,H,VVS2,58.8,58.0,5.88,5.78,3.43,7.857
9579,1.31,Very Good,G,SI2,63.4,58.0,6.91,6.8,4.35,8.458
9580,0.72,Ideal,H,VVS2,60.9,57.0,5.79,5.77,3.52,7.962
9581,0.74,Ideal,D,VS2,61.8,56.0,5.79,5.82,3.59,8.258
9582,0.71,Ideal,G,VVS2,62.5,57.0,5.73,5.7,3.57,8.02
9583,0.9,Ideal,D,SI2,60.8,56.0,6.24,6.26,3.8,8.353
9584,0.33,Good,F,VS2,59.5,61.0,4.49,4.54,2.68,6.466
9585,0.7,Fair,F,SI2,64.9,58.0,5.46,5.59,3.59,7.618
9586,1.34,Very Good,D,SI2,61.7,58.0,7.04,7.1,4.36,8.916
9587,0.83,Ideal,F,VS2,62.3,56.0,5.99,6.02,3.74,8.393
9588,1.21,Premium,H,VS2,61.5,58.0,6.82,6.78,4.18,8.811
9589,0.9,Premium,D,SI1,59.4,61.0,6.32,6.3,3.75,8.463
9590,0.72,Ideal,G,VVS2,61.2,57.0,5.72,5.81,3.53,8.048
9591,0.58,Very Good,F,VVS1,59.7,57.0,5.48,5.51,3.28,7.877
9592,1.1,Ideal,H,VS2,60.5,57.0,6.73,6.7,4.06,8.584
9593,1.2,Fair,I,SI1,66.2,59.0,6.55,6.47,4.31,8.382
9594,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,8.097
9595,0.4,Ideal,G,SI1,60.2,56.0,4.83,4.77,2.89,6.802
9596,1.2,Ideal,H,SI1,61.2,60.0,6.87,6.82,4.19,8.79
9597,0.42,Premium,I,SI1,61.2,60.0,4.82,4.78,2.94,6.688
9598,1.22,Premium,D,VS2,59.4,59.0,6.99,6.92,4.13,9.186
9599,0.3,Very Good,H,SI1,62.4,58.0,4.23,4.29,2.66,5.964
9600,0.3,Good,E,VVS1,57.8,60.0,4.45,4.48,2.58,6.637
9601,0.82,Ideal,H,SI1,62.5,57.0,5.91,5.97,3.71,7.949
9602,1.0,Premium,G,VS2,61.9,58.0,6.45,6.41,3.98,8.726
9603,0.54,Ideal,I,VS1,61.2,58.0,5.24,5.29,3.22,7.173
9604,0.73,Ideal,G,VVS2,61.9,55.0,5.83,5.77,3.59,7.979
9605,0.32,Ideal,E,VS2,61.1,56.0,4.46,4.48,2.73,6.741
9606,0.3,Very Good,I,SI1,61.9,61.0,4.27,4.29,2.65,5.976
9607,0.43,Very Good,F,SI1,62.9,59.0,4.79,4.84,3.03,6.675
9608,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,8.681
9609,1.3,Very Good,H,VS2,62.5,59.0,6.93,6.96,4.34,8.867
9610,0.3,Ideal,H,IF,61.5,56.0,4.31,4.34,2.66,6.671
9611,0.56,Ideal,E,VS2,62.6,57.0,5.29,5.26,3.3,7.557
9612,0.42,Ideal,G,VVS2,62.7,56.0,4.74,4.77,2.98,6.938
9613,0.32,Good,E,SI1,63.3,55.0,4.33,4.36,2.75,6.261
9614,1.03,Premium,F,SI2,62.2,60.0,6.47,6.45,4.02,8.207
9615,0.54,Premium,F,SI1,59.7,59.0,5.36,5.3,3.18,7.222
9616,0.41,Ideal,E,SI1,62.5,57.0,4.74,4.79,2.98,6.627
9617,0.63,Very Good,F,VS2,63.0,56.2,5.38,5.48,3.42,7.617
9618,0.42,Ideal,E,VS2,62.4,55.0,4.79,4.8,2.99,6.865
9619,0.4,Ideal,I,VVS2,61.9,56.4,4.72,4.74,2.93,6.59
9620,0.33,Ideal,F,VS2,62.3,56.0,4.46,4.43,2.77,6.75
9621,0.79,Very Good,I,SI1,63.3,57.0,5.86,5.83,3.7,7.647
9622,1.1,Ideal,H,VS2,62.7,56.0,6.58,6.63,4.14,8.755
9623,0.31,Ideal,I,VS1,61.3,54.0,4.39,4.46,2.7,6.219
9624,0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,7.178
9625,0.51,Ideal,D,SI1,61.8,55.0,5.18,5.14,3.19,7.431
9626,1.12,Ideal,G,VS1,61.5,55.0,6.67,6.69,4.11,8.983
9627,1.15,Ideal,I,SI1,61.9,56.0,6.68,6.72,4.15,8.748
9628,0.7,Ideal,D,SI2,60.3,56.0,5.77,5.73,3.47,7.793
9629,0.5,Ideal,E,VS2,62.2,54.0,5.11,5.08,3.17,7.465
9630,1.29,Very Good,I,VS2,61.3,58.0,6.98,7.04,4.3,8.716
9631,1.03,Ideal,H,VVS2,62.2,55.0,6.43,6.49,4.03,8.801
9632,1.5,Good,E,SI1,64.1,58.0,7.24,7.15,4.61,9.375
9633,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,9.287
9634,0.31,Ideal,G,VVS1,61.5,55.0,4.39,4.42,2.71,6.671
9635,0.43,Ideal,F,VVS1,61.0,56.0,4.9,4.87,2.98,7.26
9636,1.52,Very Good,J,VS2,63.5,58.0,7.28,7.24,4.61,8.923
9637,1.04,Very Good,G,VS2,61.3,58.0,6.45,6.53,3.98,8.693
9638,1.52,Ideal,G,VVS1,62.4,55.0,7.39,7.3,4.58,9.687
9639,0.46,Ideal,J,VS2,61.4,56.0,4.96,5.0,3.06,6.615
9640,2.54,Very Good,I,SI2,63.5,58.0,8.67,8.56,5.47,9.642
9641,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,7.938
9642,1.01,Good,E,SI1,63.8,60.0,6.31,6.36,4.04,8.338
9643,1.19,Premium,H,SI1,62.7,61.0,6.73,6.66,4.2,8.648
9644,0.3,Ideal,H,VVS2,61.3,57.0,4.31,4.33,2.65,6.405
9645,0.73,Ideal,E,SI2,61.5,55.0,5.82,5.86,3.59,7.971
9646,0.33,Ideal,E,VS2,62.1,56.0,4.4,4.45,2.75,6.583
9647,1.29,Very Good,J,SI1,61.2,58.0,6.97,7.02,4.28,8.558
9648,1.05,Ideal,J,SI2,61.3,56.0,6.56,6.59,4.03,8.381
9649,0.9,Very Good,D,SI2,62.9,56.0,6.09,6.19,3.86,8.313
9650,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,8.389
9651,0.3,Ideal,H,VS2,61.4,57.0,4.33,4.36,2.67,6.118
9652,0.59,Very Good,E,SI1,61.3,58.0,5.41,5.45,3.33,7.466
9653,0.7,Fair,D,SI1,66.0,56.0,5.45,5.52,3.62,7.646
9654,0.24,Premium,H,VVS1,60.8,59.0,4.02,4.0,2.44,6.317
9655,0.81,Premium,E,SI2,60.1,59.0,6.09,6.03,3.65,7.77
9656,0.4,Very Good,H,IF,64.0,56.0,4.66,4.69,2.99,6.951
9657,1.23,Very Good,J,VS2,62.9,59.0,6.8,6.85,4.29,8.496
9658,0.78,Ideal,E,SI2,60.8,56.0,5.98,5.92,3.62,7.758
9659,0.56,Very Good,D,IF,62.5,59.0,5.26,5.3,3.3,8.3
9660,0.52,Very Good,J,VS2,60.7,56.0,5.19,5.23,3.16,7.04
9661,0.5,Premium,E,I1,60.7,61.0,5.14,5.05,3.09,6.733
9662,0.4,Ideal,E,VVS2,61.5,56.0,4.74,4.79,2.93,7.054
9663,0.61,Ideal,D,SI2,59.9,57.0,5.55,5.53,3.32,7.432
9664,0.31,Premium,E,VS1,61.9,56.0,4.37,4.32,2.69,6.704
9665,0.35,Ideal,F,VS2,61.5,57.0,4.52,4.55,2.79,6.56
9666,1.01,Ideal,E,VS2,60.5,60.0,6.46,6.47,3.91,8.826
9667,0.71,Premium,F,SI1,60.2,60.0,5.79,5.71,3.46,7.76
9668,1.0,Ideal,H,SI2,59.4,55.0,6.59,6.65,3.93,8.365
9669,0.3,Very Good,G,SI1,61.4,57.0,4.31,4.35,2.66,6.103
9670,0.71,Premium,E,VS2,62.0,61.0,5.71,5.65,3.52,8.027
9671,1.23,Ideal,H,VS2,62.8,56.0,6.76,6.84,4.27,8.975
9672,0.52,Good,D,SI1,63.9,58.0,5.12,5.08,3.26,7.381
9673,1.03,Ideal,I,VS1,60.9,56.0,6.52,6.59,3.99,8.558
9674,1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,9.298
9675,1.01,Very Good,F,VS2,59.2,60.0,6.46,6.51,3.84,8.733
9676,1.24,Ideal,I,VS2,62.4,57.0,6.82,6.9,4.28,8.637
9677,0.39,Ideal,F,SI2,62.2,55.0,4.68,4.71,2.92,6.375
9678,0.7,Ideal,F,SI1,61.7,58.0,5.67,5.7,3.51,7.887
9679,1.32,Premium,G,SI2,58.9,59.0,7.25,7.18,4.25,8.417
9680,2.8,Premium,I,SI2,61.1,59.0,9.03,8.98,5.5,9.618
9681,0.29,Very Good,F,VVS2,60.1,58.0,4.32,4.37,2.61,6.498
9682,1.23,Very Good,H,I1,61.9,60.6,6.79,6.85,4.22,8.252
9683,0.34,Premium,G,VS1,62.2,55.0,4.52,4.48,2.8,6.711
9684,1.2,Premium,I,VS1,59.9,59.0,6.96,6.87,4.14,8.74
9685,1.53,Fair,J,VS2,64.7,58.0,7.24,7.22,4.68,8.804
9686,1.32,Very Good,I,SI1,62.1,57.0,6.99,7.09,4.37,8.826
9687,1.48,Premium,I,SI2,61.3,58.0,7.39,7.32,4.51,8.866
9688,0.41,Ideal,F,SI1,61.6,57.0,4.8,4.78,2.95,6.807
9689,0.9,Ideal,G,VS1,61.8,56.0,6.19,6.24,3.84,8.503
9690,0.31,Ideal,G,SI1,61.6,55.0,4.34,4.37,2.68,6.333
9691,1.5,Fair,I,I1,69.7,56.0,6.94,6.9,4.82,8.456
9692,0.72,Ideal,F,VVS1,62.0,56.0,5.73,5.75,3.56,8.355
9693,0.58,Ideal,D,VS1,61.8,56.0,5.34,5.37,3.31,7.701
9694,0.37,Premium,E,VS2,61.0,59.0,4.63,4.59,2.81,6.948
9695,0.52,Premium,D,VS2,61.8,58.0,5.2,5.15,3.2,7.533
9696,0.62,Ideal,H,IF,61.9,55.0,5.5,5.52,3.41,7.812
9697,0.54,Very Good,D,SI1,60.0,59.8,5.3,5.34,3.18,7.373
9698,0.71,Very Good,E,VS2,63.4,61.0,5.6,5.57,3.54,7.804
9699,0.91,Very Good,E,SI2,58.6,63.0,6.38,6.32,3.72,7.994
9700,0.53,Ideal,E,VS2,62.3,57.0,5.23,5.19,3.25,7.579
9701,0.27,Ideal,E,VVS1,62.0,56.0,4.19,4.16,2.59,6.623
9702,0.7,Very Good,F,VS1,62.1,57.0,5.69,5.72,3.54,7.998
9703,2.1,Ideal,J,VS2,61.5,61.0,8.21,8.16,5.03,9.508
9704,1.03,Premium,E,SI2,61.0,60.0,6.53,6.46,3.96,8.417
9705,1.14,Very Good,E,SI2,60.2,58.0,6.71,6.78,4.06,8.52
9706,0.33,Very Good,G,VVS2,61.2,57.0,4.42,4.44,2.71,6.623
9707,0.38,Ideal,F,VVS2,61.7,55.4,4.66,4.68,2.88,6.918
9708,0.41,Very Good,F,VS1,61.5,57.0,4.77,4.81,2.95,6.881
9709,0.72,Ideal,D,VS2,61.8,57.0,5.76,5.73,3.55,8.039
9710,0.76,Premium,I,VVS1,58.8,59.0,6.0,5.94,3.51,7.934
9711,0.51,Ideal,G,SI1,63.0,53.0,5.13,5.1,3.22,7.179
9712,0.31,Ideal,I,SI1,60.9,57.0,4.36,4.41,2.67,6.026
9713,0.51,Ideal,I,VVS2,60.6,56.0,5.18,5.22,3.15,7.362
9714,0.35,Ideal,H,IF,61.7,54.0,4.55,4.53,2.8,7.006
9715,0.7,Good,D,SI2,58.3,60.0,5.81,5.89,3.41,7.715
9716,1.15,Very Good,H,SI2,63.0,54.0,6.64,6.73,4.21,8.408
9717,0.3,Ideal,D,VS2,61.9,57.0,4.33,4.29,2.67,6.815
9718,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,7.444
9719,2.08,Good,I,SI2,63.8,58.0,8.1,8.02,5.14,9.553
9720,1.16,Premium,F,VS2,62.7,58.0,6.71,6.65,4.19,8.854
9721,0.9,Very Good,H,VS2,61.8,56.0,6.18,6.25,3.84,8.332
9722,2.0,Ideal,I,VS1,62.0,57.0,8.04,7.99,4.97,9.776
9723,0.3,Ideal,G,SI2,61.4,56.0,4.33,4.34,2.66,6.045
9724,0.74,Ideal,F,VS2,60.8,57.0,5.85,5.87,3.56,8.085
9725,1.2,Premium,E,SI2,58.2,59.0,6.98,6.9,4.04,8.569
9726,1.54,Ideal,F,VS2,61.0,56.0,7.44,7.49,4.55,9.743
9727,0.81,Ideal,J,VS1,62.3,57.0,5.93,5.98,3.71,7.873
9728,0.57,Ideal,F,VVS2,60.6,56.0,5.35,5.38,3.25,7.909
9729,1.01,Premium,J,VS1,63.0,55.0,6.39,6.34,4.01,8.24
9730,1.07,Very Good,G,SI1,63.1,59.0,6.49,6.45,4.08,8.507
9731,2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02,9.78
9732,0.3,Very Good,E,VS1,63.0,57.0,4.25,4.29,2.69,6.342
9733,0.54,Ideal,G,VS1,61.4,57.0,5.2,5.23,3.2,7.357
9734,0.32,Ideal,E,VS2,61.7,56.0,4.39,4.43,2.72,6.46
9735,1.24,Ideal,G,VVS1,62.1,56.0,6.86,6.91,4.28,9.35
9736,0.34,Premium,F,VS2,59.2,60.0,4.6,4.56,2.71,6.78
9737,1.2,Ideal,J,SI2,61.7,56.0,6.79,6.87,4.21,8.447
9738,2.25,Good,J,SI1,62.4,61.0,8.29,8.35,5.19,9.635
9739,0.79,Very Good,F,SI1,62.7,60.0,5.82,5.89,3.67,7.965
9740,0.34,Very Good,F,VS2,62.3,57.0,4.44,4.48,2.78,6.531
9741,0.7,Very Good,E,SI1,60.3,58.0,5.73,5.85,3.49,7.714
9742,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,9.741
